Beat    Tag    Timestamp    Global_Rate    Window_Rate    Instant_Rate    Global_Accuracy    Window_Accuracy    Instant_Accuracy    Global_Power    Window_Power    Instant_Power
189    189    1527261111315940069    3.588776    3.648496    3.647819    1.000000    1.000000    1.000000    3.733339    3.794116    3.630251
190    190    1527261111589435169    3.589123    3.648655    3.656373    1.000000    1.000000    1.000000    3.732870    3.793709    3.642032
191    191    1527261111863389768    3.589436    3.648706    3.650240    1.000000    1.000000    1.000000    3.732532    3.793929    3.666812
192    192    1527261112137673991    3.589724    3.648699    3.645853    1.000000    1.000000    1.000000    3.732140    3.794002    3.655846
193    193    1527261112411515214    3.590039    3.648913    3.651751    1.000000    1.000000    1.000000    3.731734    3.794485    3.651989
194    194    1527261112685417188    3.590346    3.648719    3.650941    1.000000    1.000000    1.000000    3.731291    3.794422    3.643928
195    195    1527261112959845619    3.590615    3.648749    3.643937    1.000000    1.000000    1.000000    3.730952    3.795031    3.663738
196    196    1527261113234546841    3.590864    3.648594    3.640319    1.000000    1.000000    1.000000    3.730562    3.795060    3.653056
197    197    1527261113508929646    3.591131    3.648511    3.644543    1.000000    1.000000    1.000000    3.730205    3.795330    3.658790
198    198    1527261113782432663    3.591453    3.648780    3.656267    1.000000    1.000000    1.000000    3.729893    3.795510    3.667027
199    199    1527261114056759510    3.591718    3.648718    3.645287    1.000000    1.000000    1.000000    3.729506    3.795444    3.651374
200    200    1527261114344802490    3.591100    3.644986    3.471704    1.000000    1.000000    1.000000    3.728267    3.791502    3.488698
201    201    1527261114631761181    3.590558    3.641589    3.484822    1.000000    1.000000    1.000000    3.727057    3.788145    3.491084
202    202    1527261114919148787    3.589994    3.637973    3.479621    1.000000    1.000000    1.000000    3.725821    3.784786    3.483950
203    203    1527261115206465310    3.589441    3.634557    3.480482    1.000000    1.000000    1.000000    3.724512    3.781084    3.466738
204    204    1527261115493244876    3.588926    3.631291    3.486999    1.000000    1.000000    1.000000    3.740566    3.849655    6.922181
205    205    1527261115779805193    3.588431    3.627971    3.489667    1.000000    1.000000    1.000000    3.739101    3.845145    3.447079
206    206    1527261116067292132    3.587883    3.624286    3.478419    1.000000    1.000000    1.000000    3.737660    3.840402    3.450014
207    207    1527261116354335823    3.587367    3.620920    3.483790    1.000000    1.000000    1.000000    3.736312    3.836367    3.465208
208    208    1527261116642076512    3.586814    3.617477    3.475351    1.000000    1.000000    1.000000    3.734940    3.759917    3.458607
209    209    1527261116928842203    3.586326    3.614157    3.487168    1.000000    1.000000    1.000000    3.733641    3.756142    3.469732
210    210    1527261117215536227    3.585847    3.610843    3.488039    1.000000    1.000000    1.000000    3.732395    3.752409    3.477823
211    211    1527261117502859792    3.585335    3.607499    3.480397    1.000000    1.000000    1.000000    3.731159    3.749197    3.478061
212    212    1527261117789984149    3.584840    3.604104    3.482811    1.000000    1.000000    1.000000    3.729909    3.745891    3.472436
213    213    1527261118077552047    3.584322    3.600744    3.477440    1.000000    1.000000    1.000000    3.728570    3.741826    3.451839
214    214    1527261118364841445    3.583827    3.597248    3.480811    1.000000    1.000000    1.000000    3.727318    3.738181    3.467187
215    215    1527261118651724802    3.583360    3.593854    3.485737    1.000000    1.000000    1.000000    3.726093    3.734288    3.469985
216    216    1527261118939300867    3.582856    3.590231    3.477341    1.000000    1.000000    1.000000    3.741193    3.801082    6.906374
217    217    1527261119226598848    3.582374    3.586730    3.480707    1.000000    1.000000    1.000000    3.739888    3.797065    3.464678
218    218    1527261119514076371    3.581886    3.583146    3.478533    1.000000    1.000000    1.000000    3.738531    3.792697    3.451383
219    219    1527261119800964145    3.581437    3.579908    3.485684    1.000000    1.000000    1.000000    3.737204    3.789194    3.454375
220    220    1527261120087959794    3.580985    3.576714    3.484373    1.000000    1.000000    1.000000    3.735846    3.785502    3.445010
221    221    1527261120374602902    3.580558    3.573493    3.488659    1.000000    1.000000    1.000000    3.734631    3.782042    3.473110
222    222    1527261120662030842    3.580090    3.570153    3.479133    1.000000    1.000000    1.000000    3.733378    3.777635    3.463202
223    223    1527261120949005741    3.579652    3.566927    3.484625    1.000000    1.000000    1.000000    3.732137    3.774164    3.462623
224    224    1527261121233980228    3.579333    3.564063    3.509086    1.000000    1.000000    1.000000    3.731092    3.771296    3.501794
225    225    1527261121519125298    3.579006    3.561177    3.506987    1.000000    1.000000    1.000000    3.730053    3.767944    3.500857
226    226    1527261121804437076    3.578673    3.558227    3.504938    1.000000    1.000000    1.000000    3.729019    3.764822    3.500255
227    227    1527261122089093106    3.578379    3.555485    3.513012    1.000000    1.000000    1.000000    3.727911    3.761103    3.481050
228    228    1527261122373939719    3.578078    3.552827    3.510661    1.000000    1.000000    1.000000    3.742525    3.829266    7.011412
229    229    1527261122658467791    3.577797    3.550179    3.514592    1.000000    1.000000    1.000000    3.741504    3.826057    3.511843
230    230    1527261122943141196    3.577510    3.547370    3.512797    1.000000    1.000000    1.000000    3.740467    3.822587    3.506323
231    231    1527261123228272099    3.577201    3.544637    3.507161    1.000000    1.000000    1.000000    3.739364    3.819239    3.489573
232    232    1527261123513361795    3.576897    3.541978    3.507668    1.000000    1.000000    1.000000    3.738303    3.815741    3.496938
233    233    1527261123798807906    3.576576    3.539100    3.503288    1.000000    1.000000    1.000000    3.737141    3.811988    3.471794
234    234    1527261124084378350    3.576251    3.536217    3.501763    1.000000    1.000000    1.000000    3.736083    3.808881    3.493845
235    235    1527261124369433587    3.575956    3.533548    3.508092    1.000000    1.000000    1.000000    3.735136    3.735407    3.516718
236    236    1527261124654946907    3.575640    3.530621    3.502464    1.000000    1.000000    1.000000    3.734127    3.732242    3.500859
237    237    1527261124940022977    3.575349    3.527893    3.507836    1.000000    1.000000    1.000000    3.733083    3.728742    3.490335
238    238    1527261125225342964    3.575048    3.525213    3.504837    1.000000    1.000000    1.000000    3.732040    3.725225    3.488893
