Beat    Tag    Timestamp    Global_Rate    Window_Rate    Instant_Rate    Global_Accuracy    Window_Accuracy    Instant_Accuracy    Global_Power    Window_Power    Instant_Power
73    73    1526401472153623167    3.423652    3.377434    3.375936    1.000000    1.000000    1.000000    2.779452    2.807464    2.516980
74    74    1526401472449508211    3.423059    3.377462    3.379691    1.000000    1.000000    1.000000    2.775853    2.807953    2.512922
75    75    1526401472745842961    3.422412    3.377332    3.374562    1.000000    1.000000    1.000000    2.772583    2.808889    2.530824
76    76    1526401473041627088    3.421865    3.377431    3.380844    1.000000    1.000000    1.000000    2.769390    2.809831    2.529673
77    77    1526401473337557006    3.421311    3.377430    3.379178    1.000000    1.000000    1.000000    2.765966    2.810092    2.505573
78    78    1526401473634038005    3.420690    3.377359    3.372897    1.000000    1.000000    1.000000    2.762845    2.810722    2.522843
79    79    1526401473929987840    3.420161    3.377380    3.378951    1.000000    1.000000    1.000000    2.791730    2.861698    5.045872
80    80    1526401474226171716    3.419613    3.377339    3.376281    1.000000    1.000000    1.000000    2.788326    2.812238    2.519428
81    81    1526401474522359091    3.419077    3.377298    3.376241    1.000000    1.000000    1.000000    2.784976    2.812883    2.517130
82    82    1526401474818627342    3.418543    3.377228    3.375319    1.000000    1.000000    1.000000    2.781656    2.813253    2.512878
83    83    1526401475114776509    3.418039    3.377216    3.376677    1.000000    1.000000    1.000000    2.778460    2.813684    2.516401
84    84    1526401475410912302    3.417548    3.377272    3.376829    1.000000    1.000000    1.000000    2.775397    2.813957    2.521222
85    85    1526401475707043761    3.417069    3.377192    3.376879    1.000000    1.000000    1.000000    2.772414    2.814225    2.521863
86    86    1526401476002706638    3.416665    3.377231    3.382230    1.000000    1.000000    1.000000    2.769490    2.814528    2.520621
87    87    1526401476298668014    3.416230    3.377311    3.378819    1.000000    1.000000    1.000000    2.766616    2.815031    2.519390
88    88    1526401476594959140    3.415762    3.377317    3.375059    1.000000    1.000000    1.000000    2.792515    2.816078    5.044140
89    89    1526401476891090349    3.415325    3.377299    3.376881    1.000000    1.000000    1.000000    2.789475    2.816795    2.522021
90    90    1526401477187092433    3.414914    3.377325    3.378355    1.000000    1.000000    1.000000    2.786710    2.817857    2.540509
91    91    1526401477483323892    3.414484    3.377360    3.375739    1.000000    1.000000    1.000000    2.784170    2.819113    2.555654
92    92    1526401477779462310    3.414074    3.377342    3.376799    1.000000    1.000000    1.000000    2.781409    2.819527    2.530232
93    93    1526401478075575852    3.413676    3.377347    3.377083    1.000000    1.000000    1.000000    2.778701    2.819718    2.529594
94    94    1526401478371696645    3.413286    3.377378    3.377000    1.000000    1.000000    1.000000    2.776135    2.820378    2.537512
95    95    1526401478668167728    3.412861    3.377294    3.373010    1.000000    1.000000    1.000000    2.773450    2.820731    2.521396
96    96    1526401478964691478    3.412440    3.377211    3.372411    1.000000    1.000000    1.000000    2.797187    2.822009    5.048887
97    97    1526401479260627604    3.412096    3.377302    3.379108    1.000000    1.000000    1.000000    2.794458    2.822512    2.532334
98    98    1526401479556816272    3.411730    3.377260    3.376226    1.000000    1.000000    1.000000    2.791756    2.822966    2.529813
99    99    1526401479853301146    3.411337    3.377160    3.372853    1.000000    1.000000    1.000000    2.788998    2.823268    2.519002
100    100    1526401480157623585    3.410049    3.375256    3.285988    1.000000    1.000000    1.000000    2.785600    2.822189    2.458277
101    101    1526401480460794985    3.408918    3.373671    3.298464    1.000000    1.000000    1.000000    2.782350    2.821138    2.464916
